,TITLE,REGION,SPECIFIC REGION,HIGHEST,lat,lon,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DIFFICULTY,LABEL
531,Salmon Creek Trail,Southwest Washington,Vancouver Area,60.0,45.7075108,-122.6657661,0,1,0,0,0,1,0,0,0,1,0,0,easy,7
532,Roaring Ridge Snowshoe via Road 9070,Snoqualmie Region,Snoqualmie Pass,4988.0,47.38848019,-121.3970726,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
533,Quillayute River Slough,Olympic Peninsula,Pacific Coast,50.0,47.91815,-124.602667,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
534,Red Mountain Snowshoe,Snoqualmie Region,Salmon La Sac/Teanaway,5880.0,47.40276451,-121.1110926,0,0,1,0,1,0,0,1,1,0,0,0,very strenuous,6
535,Quartz Creek Butte,South Cascades,Dark Divide,2770.0,46.1937688,-121.7692285,0,1,0,0,1,0,0,0,0,0,0,0,moderate,1
536,Rattlesnake Dance Ridge Trail,Central Washington,Yakima,2646.0,46.8972804,-120.5039326,0,0,0,0,0,0,1,1,1,1,1,0,moderate,4
537,Rainier View,Mount Rainier Area,Chinook Pass - Hwy 410,6000.0,47.0129,-121.4642167,0,0,0,0,0,0,1,1,0,1,1,0,easy,11
538,Riley Camp,South Cascades,Mount Adams Area,5800.0,46.2323466,-121.6272174,0,0,0,0,0,0,1,1,0,0,0,0,very strenuous,5
539,Quartz Creek Big Trees,South Cascades,White Pass/Cowlitz River Valley,2000.0,46.39318724,-122.0748639,0,0,0,0,1,0,0,0,0,1,0,0,easy,1
540,Rainbow Falls State Park,Southwest Washington,Lewis River Region,450.0,46.6302,-123.23185,0,1,0,0,1,0,1,0,0,0,0,0,easy,1
541,Quartz Creek,Central Cascades,Stevens Pass - West,4000.0,47.9245459,-121.2839039,0,1,0,0,1,0,1,1,0,0,0,0,strenuous,1
542,Priest Point Park,Olympic Peninsula,Olympia,200.0,47.06969582,-122.8943356,1,0,0,0,1,0,0,1,0,1,0,0,easy,3
543,Pleasant Valley Lake,Mount Rainier Area,Chinook Pass - Hwy 410,5740.0,46.9487248,-121.3017541,0,0,1,0,0,0,1,0,0,0,0,1,strenuous,8
544,Pompey Peak,South Cascades,White Pass/Cowlitz River Valley,5180.0,46.49976667,-121.7832333,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
545,Primrose Overlook,Issaquah Alps,Cougar Mountain,900.0,47.5344668,-122.1303879,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
546,Polallie Ridge,Snoqualmie Region,Salmon La Sac/Teanaway,5300.0,47.4093,-121.1067,0,0,0,0,0,0,1,1,0,1,0,0,very strenuous,5
547,Purcell Lookout,South Cascades,White Pass/Cowlitz River Valley,5442.0,46.58143333,-121.8326667,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
548,Puyallup,Mount Rainier Area,SW - Longmire/Paradise,5465.0,46.7746056,-121.9478974,0,0,1,0,1,0,1,1,0,0,1,0,very strenuous,11
549,Pacific Crest Trail (PCT) Section I - White Pass to Snoqualmie Pass,South Cascades,White Pass/Cowlitz River Valley,6530.0,46.64494774,-121.3823456,0,1,1,0,1,1,1,1,1,1,1,1,very strenuous,4
550,Old Sauk ADA Loop,North Cascades,Mountain Loop Highway,800.0,48.189515,-121.5167454,0,1,0,0,1,0,0,1,0,0,0,0,easy,1
551,Panther Creek Experimental Forest,Southwest Washington,Columbia River Gorge - WA,4000.0,45.8282,-121.8355667,0,0,0,0,1,0,0,1,0,1,1,1,moderately strenuous,8
552,Panther Creek Falls,Southwest Washington,Columbia River Gorge - WA,1800.0,45.86741349,-121.8263465,0,1,0,1,0,0,0,0,0,0,0,0,easy,2
553,Pacific Crest Trail (PCT) Section H - Bridge of the Gods to White Pass,Southwest Washington,Columbia River Gorge - WA,7800.0,45.66097599,-121.9063082,0,1,1,1,1,1,1,1,1,1,1,1,very strenuous,10
554,Peggy's Pond,Snoqualmie Region,Salmon La Sac/Teanaway,5600.0,47.53645392,-121.0918751,0,0,1,0,0,0,1,1,0,0,1,1,very strenuous,8
555,North Scatter Creek,Snoqualmie Region,Salmon La Sac/Teanaway,6200.0,47.50974049,-121.0609031,0,0,0,0,0,0,1,1,1,1,1,0,strenuous,4
556,North Butte,Puget Sound and Islands,Bellingham Area,2178.0,48.6164848,-122.3863428,0,0,0,0,0,0,0,0,0,0,0,0,moderately strenuous,9
557,Norse Peak,Mount Rainier Area,Chinook Pass - Hwy 410,6856.0,46.96436667,-121.4829,0,0,0,0,0,0,1,1,1,1,0,0,very strenuous,0
558,Nordic Pass - Hyak,Snoqualmie Region,Snoqualmie Pass,4250.0,47.39297799,-121.3958037,0,1,1,0,0,0,0,1,0,0,0,0,moderately strenuous,12
559,North Fork Sol Duc River,Olympic Peninsula,Northern Coast,2900.0,48.01075,-123.911,0,1,0,0,1,1,0,0,0,1,0,1,very strenuous,1
560,Mount Townsend - Silver Lakes Traverse,Olympic Peninsula,Hood Canal,6280.0,47.8576341,-123.0945762,0,1,1,0,1,0,0,1,1,0,0,1,very strenuous,8
561,Natapoc Mountain,Central Cascades,Leavenworth Area,4204.0,47.76980313,-120.714411,0,0,0,0,0,0,0,1,1,0,1,0,strenuous,4
562,Muddy Fork Lava Bed,South Cascades,Mount Adams Area,4900.0,46.32551667,-121.5058167,0,1,0,0,0,0,0,1,1,1,0,0,moderate,6
563,Ned Hill,Olympic Peninsula,Northern Coast,3469.0,47.968017,-123.187717,0,0,0,0,0,0,1,1,1,0,0,0,moderate,6
564,Capitol State Forest Fuzzy Top,Olympic Peninsula,Olympia,1760.0,46.937452,-123.162958,0,0,0,0,0,0,0,0,1,0,0,0,easy,6
565,Schriebers Meadow Snowshoe,North Cascades,Mount Baker Area,5200.0,48.68192254,-121.7597258,0,0,0,0,0,0,0,1,0,0,0,1,strenuous,0
566,Green Mountain - Davis Trail,Olympic Peninsula,Kitsap Peninsula,800.0,47.55178857,-122.8266978,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
567,Spokane Gulch,North Cascades,Methow/Sawtooth,3100.0,48.59718828,-120.4003488,0,0,0,0,0,0,0,1,0,1,0,0,moderately strenuous,5
568,Carbon River Rain Forest Nature Trail,Mount Rainier Area,NW - Carbon River/Mowich,1780.0,46.994935,-121.916906,0,0,0,0,1,1,0,0,0,1,0,0,easy,7
569,Lakeridge Park,Puget Sound and Islands,Seattle-Tacoma Area,220.0,47.50859396,-122.2482369,0,1,0,0,0,0,0,0,0,1,0,0,easy,13
570,Earth Sanctuary,Puget Sound and Islands,Whidbey Island,164.0,48.01081,-122.49428,0,0,0,0,1,0,1,0,0,1,0,0,easy,1
571,Latourell Falls,Southwest Washington,Columbia River Gorge - OR,600.0,45.538717,-122.2177,0,0,0,1,0,0,0,0,0,0,0,0,moderate,2
572,Old Robe Canyon,North Cascades,Mountain Loop Highway,1050.0,48.11006748,-121.8558025,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
573,Backbone Ridge,South Cascades,White Pass/Cowlitz River Valley,2900.0,46.66422612,-121.6003382,0,0,1,0,0,0,0,0,0,0,1,1,strenuous,8
574,Middle Fork Connector Trail,Snoqualmie Region,North Bend Area,1150.0,47.54845029,-121.5368772,0,1,0,0,1,0,0,1,0,0,0,0,easy,1
575,Deadfall,Olympic Peninsula,Hood Canal,4273.0,47.89263333,-122.9848167,0,0,0,0,0,0,0,1,1,0,0,0,strenuous,6
576,South Tiger Mountain Loop,Issaquah Alps,Tiger Mountain,2028.0,47.44324314,-121.976223,0,0,0,0,0,1,1,1,1,0,0,0,strenuous,6
577,Amabilis Mountain Snowshoe,Snoqualmie Region,Snoqualmie Pass,4570.0,47.29649131,-121.2888908,0,0,0,0,0,0,0,1,1,1,0,0,strenuous,6
578,Innis Arden Reserve Park,Puget Sound and Islands,Seattle-Tacoma Area,215.0,47.75861321,-122.376709,1,0,0,0,0,1,1,1,0,0,0,0,easy,3
579,Kendall Peak Lakes Snowshoe,Snoqualmie Region,Snoqualmie Pass,4400.0,47.39782631,-121.3952351,0,0,1,0,0,0,0,1,0,0,0,0,strenuous,12
580,Seahurst Park,Puget Sound and Islands,Seattle-Tacoma Area,398.0,47.47807025,-122.3627394,1,0,0,0,0,1,0,0,0,1,0,0,moderate,3
581,Sun Mountain Snowshoe Loop,North Cascades,Methow/Sawtooth,2877.0,48.47656297,-120.2559614,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
582,Mosquito Meadows,South Cascades,Dark Divide,4350.0,46.310323,-121.932595,0,0,0,0,0,0,1,0,0,0,0,0,easy,9
583,Hummocks Loop,South Cascades,Mount St. Helens,4200.0,46.28677257,-122.271899,0,0,0,0,0,0,1,1,0,0,1,0,strenuous,11
584,I-90 Trail,Puget Sound and Islands,Seattle-Tacoma Area,120.0,47.59265702,-122.2444566,0,0,1,0,0,0,0,1,0,0,0,0,moderate,12
585,Old Gib,Central Cascades,Leavenworth Area,6300.0,47.9728,-120.7908,0,0,0,0,0,1,0,0,0,0,0,0,strenuous,9
586,Windy Trail,South Cascades,Mount St. Helens,4300.0,46.2499,-122.1361,0,0,0,0,0,0,1,1,0,0,0,0,easy,5
587,Lower Pete's Creek,Olympic Peninsula,Pacific Coast,1500.0,47.45696719,-123.7326047,0,1,0,0,1,0,0,0,0,0,0,0,moderate,1
588,Devore Creek,Central Cascades,Entiat Mountains/Lake Chelan,6600.0,48.31623094,-120.6800509,0,0,0,0,0,0,1,1,1,0,1,0,very strenuous,4
589,Pacific Crest Trail (PCT) - Stampede Pass to Tacoma Pass,Snoqualmie Region,Snoqualmie Pass,4600.0,47.28327218,-121.3512307,0,0,0,0,1,1,1,1,0,0,0,0,very strenuous,5
590,John C. Shields Park (Minnehaha),Eastern Washington,Spokane Area/Coeur d'Alene,2380.0,47.68679397,-117.3276879,0,1,0,0,0,0,1,0,0,0,0,0,strenuous,9
591,Camp Sekani Park,Eastern Washington,Spokane Area/Coeur d'Alene,2380.0,47.6967653,-117.3091695,0,1,0,0,0,0,1,0,0,0,0,0,strenuous,9
592,Owl Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,4730.0,48.95623,-118.26325,0,0,0,0,1,1,1,1,1,1,1,0,moderately strenuous,0
593,Sweat Creek Basin Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,5180.0,48.68036767,-118.9050454,0,0,0,0,1,1,1,1,0,1,0,1,very strenuous,0
594,Lake Wenatchee State Park,Central Cascades,Stevens Pass - East,1800.0,47.8075983,-120.7261848,0,1,1,0,0,1,1,1,0,1,0,1,easy,8
595,Four Springs Lake Preserve,Puget Sound and Islands,Bellingham Area,400.0,48.19056689,-122.5115919,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
596,Box Canyon and Nickel Creek,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,3400.0,46.76569144,-121.6350353,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
597,Unicorn Peak,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,6971.0,46.76775012,-121.7071266,0,0,1,0,0,0,0,1,1,0,0,1,strenuous,6
598,Stevens Canyon Waterfalls,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,3750.0,46.76016667,-121.6390667,0,1,0,1,0,0,0,0,0,0,0,1,strenuous,2
599,Kelcema Lake,North Cascades,Mountain Loop Highway,3040.0,48.11539697,-121.5923882,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
600,Saddle Rock,Central Washington,Wenatchee,2000.0,47.3967983,-120.329539,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
601,Cooper River Snowshoe,Snoqualmie Region,Salmon La Sac/Teanaway,2900.0,47.4041674,-121.0989234,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
602,Rampart Ridge Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,4050.0,46.74984941,-121.813694,0,0,0,0,1,0,0,1,0,0,1,0,moderately strenuous,11
603,Bridle Trails State Park,Puget Sound and Islands,Seattle-Tacoma Area,525.0,47.65497266,-122.1842782,0,0,1,0,0,0,1,0,0,1,0,0,moderate,13
604,Leadbetter Point State Park - Dune Forest Loop,Southwest Washington,Long Beach Area,35.0,46.60701667,-124.0438167,1,0,0,0,0,1,0,0,0,1,0,0,easy,3
605,Port Angeles Waterfront Trail,Olympic Peninsula,Northern Coast,10.0,48.12004371,-123.4295216,1,0,0,0,0,0,0,0,0,1,0,0,easy,3
606,Wright Meadow,South Cascades,Dark Divide,2000.0,46.16571,-121.872048,0,0,0,0,0,0,0,0,0,1,0,0,moderately strenuous,9
607,Quinault National Recreation Trails,Olympic Peninsula,Pacific Coast,475.0,47.4599,-123.862133,0,0,0,1,0,1,0,0,0,0,0,0,moderate,2
608,Crawford State Park - Gardner Cave,Eastern Washington,Selkirk Range,2700.0,48.99463598,-117.3705482,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
609,Umtanum Creek Falls,Central Washington,Yakima,2500.0,46.89918328,-120.6427574,0,0,0,1,0,0,1,1,0,1,0,0,easy,2
610,Bandera Mountain,Snoqualmie Region,North Bend Area,5240.0,47.42469257,-121.5835603,0,0,0,1,0,1,1,1,1,0,1,0,very strenuous,10
611,Icicle Ridge via Fourth of July Creek,Central Cascades,Leavenworth Area,7020.0,47.57826667,-120.79685,0,0,0,0,0,0,1,1,0,0,1,0,very strenuous,11
612,Cowen and Ravenna Parks,Puget Sound and Islands,Seattle-Tacoma Area,200.0,47.67203433,-122.314353,0,0,0,0,1,1,1,0,0,1,0,0,easy,7
613,Mount St. Helens - Worm Flows Route,South Cascades,Mount St. Helens,8364.0,46.13079952,-122.1696396,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
614,Melmont Ghost Town,Mount Rainier Area,NW - Carbon River/Mowich,1360.0,47.04199538,-122.0399094,0,1,0,0,1,0,1,1,0,1,1,1,easy,11
615,Cape Disappointment State Park - Coastal Forest Loop,Southwest Washington,Long Beach Area,140.0,46.28402474,-124.0545349,1,0,0,0,1,0,1,0,0,1,0,0,easy,3
616,Upper Icicle Creek,Central Cascades,Leavenworth Area,3200.0,47.61246667,-120.9499167,0,0,0,0,1,0,0,0,0,0,0,1,moderate,8
617,Vanson Peak,South Cascades,White Pass/Cowlitz River Valley,4948.0,46.429383,-122.154817,0,0,1,0,0,0,1,1,0,1,0,0,very strenuous,12
618,Trout Lake,Central Cascades,Leavenworth Area,4800.0,47.6059,-120.9170333,0,0,1,0,1,1,0,0,0,0,0,0,very strenuous,12
619,Goose Lake Plateau,Central Washington,Potholes Region,1000.0,46.93069502,-119.2432198,0,0,1,0,0,0,1,0,0,1,0,0,moderate,13
620,Frenchman Coulee,Central Washington,Potholes Region,1000.0,47.0258895,-119.9804624,0,1,0,1,0,0,1,0,0,0,0,0,easy,2
621,Billy Clapp Lake,Central Washington,Potholes Region,1500.0,47.45254359,-119.2530556,0,0,1,1,0,0,1,0,0,1,0,0,moderate,2
622,Little Spokane Wildlife Area: Rustler's Gulch - Holly Road Loop,Eastern Washington,Selkirk Range,2260.0,48.06081521,-117.4248791,0,0,0,0,0,1,1,0,0,1,0,0,moderately strenuous,0
623,Craft Island,Puget Sound and Islands,Seattle-Tacoma Area,80.0,48.35559313,-122.4597931,1,0,0,0,0,0,0,1,0,1,0,0,easy,3
624,Whiskey Dick Wildlife Area - Ridgeline Solar Trail,Central Washington,Yakima,3873.0,46.9606856,-120.0943768,0,1,0,0,0,0,0,1,1,0,0,0,easy,6
625,Whiskey Dick Wildlife Area,Central Washington,Yakima,3850.0,46.9606856,-120.0943768,0,0,0,0,0,0,1,1,1,1,0,0,strenuous,0
626,Duwamish Hill Preserve,Puget Sound and Islands,Seattle-Tacoma Area,143.0,47.50115578,-122.2855031,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
627,Ardmore Park Trails,Puget Sound and Islands,Seattle-Tacoma Area,380.0,47.637062,-122.114778,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
628,Pack Forest - Hugo Peak,Puget Sound and Islands,Seattle-Tacoma Area,1790.0,46.8402028,-122.294231,0,0,0,0,0,1,1,0,0,1,0,0,moderate,7
629,Wapaloosie Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,6850.0,48.6750689,-118.5004576,0,0,0,0,0,0,1,1,0,0,0,1,moderately strenuous,8
630,North Fork Silver Creek Trail,Eastern Washington,Selkirk Range,7308.0,48.90580279,-117.5197434,0,0,0,0,1,1,1,1,1,1,1,0,very strenuous,0
631,Flume Creek Trail,Eastern Washington,Selkirk Range,7310.0,48.92069451,-117.4171114,0,0,0,0,1,1,1,1,1,1,1,0,very strenuous,0
632,Deception Pass State Park - Hoypus Point,Puget Sound and Islands,Whidbey Island,400.0,48.39815195,-122.6259613,1,0,0,0,1,0,0,0,0,0,0,0,moderate,3
633,Kachess Lake,Snoqualmie Region,Snoqualmie Pass,2300.0,47.3587,-121.24605,0,0,1,0,1,0,0,0,0,0,0,0,easy,12
634,Frink Park,Puget Sound and Islands,Seattle-Tacoma Area,300.0,47.59931414,-122.2925974,0,1,0,0,0,1,1,0,0,0,0,0,easy,7
635,Nason Ridge,Central Cascades,Stevens Pass - East,6200.0,47.7881936,-120.7923264,0,0,0,0,0,0,0,0,1,0,1,0,very strenuous,4
636,Pacific Crest Trail (PCT) - Chinook Pass to Snoqualmie Pass,Mount Rainier Area,Chinook Pass - Hwy 410,6400.0,47.14150368,-121.3631503,0,0,1,0,1,0,0,1,0,0,0,0,very strenuous,12
637,Hardscrabble Creek,Central Cascades,Blewett Pass,5900.0,47.449,-120.834,0,1,0,0,0,1,0,1,0,0,1,1,strenuous,11
638,Pass Lake,North Cascades,Mountain Loop Highway,3900.0,48.12313234,-121.4488792,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
639,Sunrise to Carbon River Traverse,Mount Rainier Area,NE - Sunrise/White River,6700.0,46.91450988,-121.6417408,0,1,1,1,0,0,1,1,0,0,1,1,very strenuous,10
640,Fourth Creek,Snoqualmie Region,Salmon La Sac/Teanaway,5600.0,47.3840115,-120.8733218,0,1,0,0,0,1,0,1,0,0,0,1,moderately strenuous,11
641,Wonderland Trail - Mowich to Longmire,Mount Rainier Area,NW - Carbon River/Mowich,6000.0,46.9326766,-121.8634146,0,1,1,1,1,1,1,1,0,1,1,1,very strenuous,10
642,Lake Whatcom Park - Chanterelle Trail,Puget Sound and Islands,Bellingham Area,1314.0,48.73021581,-122.3090167,0,0,0,0,1,1,0,1,1,0,0,0,moderate,6
643,Red Town Meadow &amp; Trails,Issaquah Alps,Cougar Mountain,800.0,47.53483333,-122.1288,0,0,0,1,0,1,1,0,0,1,0,0,easy,2
644,Burch Mountain - Eagle Rock,Central Washington,Wenatchee,4522.0,47.54696461,-120.3719822,0,0,0,0,0,0,0,1,0,0,1,0,moderate,11
645,Talus Loop,Snoqualmie Region,North Bend Area,2100.0,47.48806401,-121.7231727,0,1,0,0,1,0,0,1,0,0,0,0,moderately strenuous,1
646,Green Lantern Trail,Puget Sound and Islands,Seattle-Tacoma Area,463.0,47.88946892,-122.2070359,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
647,Twin Lakes - Monte Cristo,North Cascades,Mountain Loop Highway,5300.0,48.02513287,-121.443728,0,1,1,0,1,0,0,1,0,0,1,1,very strenuous,8
648,Elowah and Upper McCord Creek Falls,Southwest Washington,Columbia River Gorge - OR,660.0,45.612367,-122.00435,0,0,0,1,0,0,0,1,0,0,0,0,moderate,2
649,Oneonta Gorge,Southwest Washington,Columbia River Gorge - OR,385.0,45.590833,-122.068467,0,0,0,1,1,0,1,1,0,0,0,0,moderate,2
650,Tolt-MacDonald Park,Puget Sound and Islands,Seattle-Tacoma Area,500.0,47.6441773,-121.9268831,0,1,0,0,0,0,0,0,0,0,0,0,moderate,13
651,Glacier Vista Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,6330.0,46.78624656,-121.7360312,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
652,Lewis Creek Park,Issaquah Alps,Cougar Mountain,907.0,47.550727,-122.125709,0,1,0,0,0,0,1,0,0,1,0,0,easy,13
653,Ranger Hole - Interrorem Nature Trail,Olympic Peninsula,Hood Canal,515.0,47.68145,-122.994417,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
654,Joseph Whidbey State Park,Puget Sound and Islands,Whidbey Island,60.0,48.30808939,-122.7129936,1,0,0,0,0,0,1,1,0,1,0,0,easy,3
655,Stegosaurus Butte,Snoqualmie Region,North Bend Area,2160.0,47.5474941,-121.5409613,0,1,0,0,0,0,0,1,1,0,1,0,moderate,4
656,Stagman Ridge - The Bumper,South Cascades,Mount Adams Area,5900.0,46.14046667,-121.5977333,0,0,0,0,0,0,1,1,0,1,1,0,strenuous,11
657,South Point Lookout,South Cascades,White Pass/Cowlitz River Valley,5980.0,46.52541667,-121.6673833,0,0,0,0,1,0,0,1,1,0,0,0,very strenuous,6
658,Stirrup Lake,Snoqualmie Region,Salmon La Sac/Teanaway,3586.0,47.30403771,-121.4020961,0,0,1,0,0,1,1,1,0,1,0,0,easy,12
659,Sleeping Beauty Peak,South Cascades,Mount Adams Area,4900.0,46.08515,-121.6575833,0,0,0,0,0,0,0,1,1,0,1,0,moderate,4
660,South Fork Silver Creek Trail to Gunsight Pass,Eastern Washington,Selkirk Range,5600.0,48.91148313,-117.5009723,0,0,0,0,1,1,1,1,0,1,0,0,very strenuous,0
661,Silver Star Mountain,Southwest Washington,Lewis River Region,4390.0,45.76818333,-122.2428333,0,0,0,0,0,1,1,1,1,0,1,0,moderate,4
662,Similkameen Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,940.0,48.94750033,-119.4593346,0,1,0,1,0,1,1,1,0,1,0,0,easy,2
663,North Centennial Trail (Snohomish),Puget Sound and Islands,Bellingham Area,171.0,48.16682852,-122.1048594,0,0,0,0,0,1,0,0,0,0,0,0,easy,7
664,Skyline,Olympic Peninsula,Pacific Coast,5700.0,47.57548347,-123.6477757,0,0,1,0,0,0,1,1,1,1,0,1,very strenuous,6
665,Snagtooth Mountain,Southwest Washington,Lewis River Region,5000.0,46.24805,-121.81545,0,0,0,0,0,0,0,1,0,0,0,0,very strenuous,5
666,Bear Lake,Southwest Washington,Columbia River Gorge - OR,4100.0,45.636267,-121.7426,0,0,1,0,0,0,1,1,0,0,0,0,easy,12
667,Pyramid Peak,Mount Rainier Area,Chinook Pass - Hwy 410,5715.0,47.1157,-121.406417,0,0,0,0,1,0,1,0,0,0,0,0,moderately strenuous,1
668,Maple Creek Loop Trail,North Cascades,Mount Baker Area,850.0,48.92678882,-122.0793164,0,1,0,1,0,1,1,0,0,0,0,0,easy,2
669,Aldrich Butte,Southwest Washington,Columbia River Gorge - WA,3400.0,45.6554,-121.9607,0,1,0,0,0,0,1,1,0,0,0,0,moderate,13
670,Lily Lake,South Cascades,White Pass/Cowlitz River Valley,3660.0,46.65553333,-121.4861833,0,0,1,0,1,0,1,0,0,1,0,0,easy,1
671,Badger Mountain - Sagebrush Trail,Central Washington,Tri-Cities,1200.0,46.23846289,-119.3061376,0,0,0,0,0,0,1,0,0,1,0,0,easy,13
672,Badger Mountain - Skyline Trail,Central Washington,Tri-Cities,1500.0,46.2421,-119.3424,0,0,0,0,0,0,1,1,1,1,1,0,moderately strenuous,4
673,Snoqualmie Ridge Trail – Deep Creek Trail,Snoqualmie Region,North Bend Area,840.0,47.54217883,-121.8775694,0,1,0,0,0,0,0,1,0,0,0,0,moderate,13
674,Sorcery Mountain,Snoqualmie Region,North Bend Area,5273.0,47.535271,-121.410365,0,1,1,0,0,0,0,1,1,0,0,0,very strenuous,6
675,Yost Park,Puget Sound and Islands,Seattle-Tacoma Area,360.0,47.80849991,-122.360884,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
676,Clear Creek Trail,Olympic Peninsula,Kitsap Peninsula,58.0,47.6681115,-122.6815788,0,1,0,0,0,0,1,0,0,1,0,0,easy,13
677,Phantom Lake Loop,Puget Sound and Islands,Seattle-Tacoma Area,370.0,47.59242458,-122.1310401,0,0,1,0,0,1,0,0,0,0,0,0,easy,7
678,Cornell Butte,Eastern Washington,Okanogan Highlands/Kettle River Range,5088.0,48.5417626,-118.8926678,0,0,0,0,0,1,0,1,1,0,0,0,moderate,0
679,Fauntleroy Park,Puget Sound and Islands,Seattle-Tacoma Area,360.0,47.52151909,-122.3851204,0,0,0,0,1,1,1,0,0,1,0,0,easy,7
680,Blue Horse Trail,South Cascades,Mount St. Helens,4000.0,46.16905647,-122.2601207,0,0,1,0,0,0,1,1,0,1,0,1,strenuous,8
681,Miner's Corner,Puget Sound and Islands,Seattle-Tacoma Area,410.0,47.7892954,-122.1729442,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
682,Columbia Springs,Southwest Washington,Vancouver Area,20.0,45.59935337,-122.5454682,0,0,1,0,0,0,1,0,0,1,0,0,easy,12
683,Peabody Creek Trail,Olympic Peninsula,Northern Coast,1100.0,48.099265,-123.426003,0,1,0,0,0,0,1,0,0,0,0,0,moderate,13
684,Upper Suiattle River,North Cascades,Mountain Loop Highway,4000.0,48.25400692,-121.2600472,0,1,0,0,1,0,0,0,0,0,0,0,very strenuous,1
685,Barnum Point,Puget Sound and Islands,Whidbey Island,130.0,48.19998692,-122.456274,1,0,0,0,0,1,1,1,0,1,0,0,easy,3
686,Harold Engles Memorial Cedars,North Cascades,Mountain Loop Highway,1800.0,48.09244185,-121.3302183,0,0,0,0,1,1,0,0,0,0,0,0,easy,7
687,Dry Creek,South Cascades,Mount Adams Area,1500.0,45.8819,-121.980067,0,1,0,0,0,0,1,0,0,1,0,1,moderate,1
688,Copper Ridge,North Cascades,Mount Baker Area,6260.0,48.91013257,-121.5921736,0,1,1,0,0,0,1,1,0,0,1,1,very strenuous,8
689,Chilliwack River,North Cascades,Mount Baker Area,4440.0,48.91011846,-121.5921307,0,1,0,0,0,0,0,0,0,1,1,1,very strenuous,11
690,Cape Flattery,Olympic Peninsula,Pacific Coast,250.0,48.38441667,-124.7156667,1,0,0,0,0,0,0,0,0,1,0,0,easy,3
691,Bald Eagle Mountain,Central Cascades,Stevens Pass - West,5800.0,48.00125,-121.2940333,0,1,0,1,0,0,1,1,0,0,1,0,very strenuous,10
692,Chief Joseph Wildlife Area - 4-O Ranch,Eastern Washington,Palouse and Blue Mountains,3000.0,46.04073979,-117.2911549,0,1,0,0,0,0,1,0,0,1,0,0,moderately strenuous,13
693,White Pass - Pilot Ridge Loop,North Cascades,Mountain Loop Highway,6360.0,48.05337645,-121.2768745,0,1,1,1,1,1,1,1,1,1,1,1,very strenuous,10
694,Sunshine Trail,South Cascades,Mount Adams Area,3400.0,45.87471225,-121.9846344,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
695,Siouxon Creek,Southwest Washington,Lewis River Region,1697.0,45.94065,-122.229433,0,1,0,1,0,0,0,0,0,0,0,0,moderately strenuous,2
696,Sloan Peak,North Cascades,Mountain Loop Highway,7835.0,48.08630786,-121.3084084,0,1,0,1,0,1,0,1,0,0,0,0,very strenuous,2
697,Red Mountain Lookout,North Cascades,Mountain Loop Highway,2800.0,48.05826244,-121.2879467,0,0,0,0,1,0,0,1,1,1,0,0,moderate,6
698,North Coast Route,Olympic Peninsula,Pacific Coast,200.0,48.25877869,-124.6828401,1,1,1,0,1,0,0,0,0,1,0,1,strenuous,3
699,Beezley Hills Preserve,Central Washington,Grand Coulee,1750.0,47.3186,-119.7998,0,0,0,0,0,0,1,1,0,1,0,0,easy,5
