TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
Ragged Ridge,Eastern Washington,Spokane Area/Coeur d'Alene,15.1,roundtrip,3000,5300,5,1,47.90459717,-117.1029498,6/20/21 0:00,7,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/ragged-ridge
Rooster Comb,Central Washington,Wenatchee,,,,,0,0,,,6/14/21 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/rooster-comb
Jacobson Preserve,Central Washington,Wenatchee,2,roundtrip,340,1440,0,0,47.41131669,-120.352639,10/9/21 0:00,14,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/jacobson-preserve
Zig Zag Lake,South Cascades,Mount St. Helens,1,roundtrip,730,4000,3.17,6,45.84643333,-122.1111667,7/25/19 0:00,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/zig-zag-lake
Windy Ridge Trail,South Cascades,Mount St. Helens,4,roundtrip,200,4200,3.38,8,46.24995,-122.13615,9/13/21 0:00,36,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/windy-ridge
Windy Pass,Central Cascades,Leavenworth Area,8,one-way,2800,7200,5,3,47.53596428,-120.8135819,8/22/21 0:00,58,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/windy-pass-1
Bertha May and Granite Lakes,South Cascades,White Pass/Cowlitz River Valley,3,roundtrip,900,4400,5,6,46.705,-121.9319,8/14/21 0:00,62,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bertha-may-and-granite-lakes
Mill Gulch Trail,Snoqualmie Region,Cle Elum Area,5.2,roundtrip,900,3600,0,0,47.25624327,-120.7095391,5/8/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mill-gulch-trail
Frog Mountain,Puget Sound and Islands,Seattle-Tacoma Area,,,,,0,0,,,7/9/21 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/frog-mountain-1
Millwood Interurban Trail,Eastern Washington,Spokane Area/Coeur d'Alene,1,roundtrip,,,0,0,47.68581688,-117.2933435,8/24/19 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/millwood-interurban-trail
Llandover Woods Greenspace,Puget Sound and Islands,Seattle-Tacoma Area,0.7,roundtrip,60,170,4,1,47.73411376,-122.361926,2/3/21 0:00,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/llandover-woods-greenspace
Antoine Peak Conservation Area - Summit Loop,Eastern Washington,Spokane Area/Coeur d'Alene,5.5,roundtrip,600,,0,0,47.71884307,-117.1967324,3/3/21 0:00,21,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area-summit-loop
Columbia Breaks Fire Interpretive Trail,North Cascades,Methow/Sawtooth,0.5,roundtrip,,,3,1,47.694587,-120.209132,8/20/19 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/columbia-breaks-fire-interprative-trail
South Hill Bluff,Eastern Washington,Spokane Area/Coeur d'Alene,23,trails,350,2340,0,0,47.628567,-117.429667,1/23/21 0:00,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/south-hill-bluff
Lake Margaret,Central Cascades,,26.2,one-way,10800,7300,0,0,,,9/26/20 0:00,9,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lake-margaret
Pickhandle Gap Loop,Mount Rainier Area,Chinook Pass - Hwy 410,8,roundtrip,2000,6200,0,0,46.93693116,-121.4692372,10/3/21 0:00,31,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/pickhandle-gap-loop
Chopaka Lake,North Cascades,Pasayten,,,,,5,1,48.91706335,-119.7021486,10/13/19 0:00,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/chopaka-lake
Burnt Bridge Creek - Middle Section,Southwest Washington,Vancouver Area,7.6,roundtrip,120,,0,0,45.634499,-122.6150354,,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-middle-section
Burnt Bridge Creek - Eastern Section,Southwest Washington,Vancouver Area,3.6,roundtrip,20,,0,0,45.6359179,-122.580157,4/22/21 0:00,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-eastern-section
Lacamas Park - Round Lake to Lower Falls,Southwest Washington,Vancouver Area,3.4,roundtrip,190,200,4.67,3,45.6039446,-122.4071275,5/6/21 0:00,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lacamas-park-round-lake-to-lower-falls
Burnt Bridge Creek - Stewart Glen Section,Southwest Washington,Vancouver Area,2.6,roundtrip,,50,0,0,45.6733026,-122.6902811,1/29/21 0:00,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-stewart-glen-section
Swauk Meadows Snowshoe,Central Cascades,Blewett Pass,6.7,roundtrip,,,2.5,2,47.33147169,-120.6119227,3/6/21 0:00,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/swauk-meadows-snowshoe
Redmond Ridge Trail,Puget Sound and Islands,Seattle-Tacoma Area,4.34,one-way,,,0,0,47.69199907,-122.0339227,8/8/18 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/redmond-ridge-trail
Grass Lake Nature Park,Olympic Peninsula,Olympia,1.3,roundtrip,,,2,1,47.05321292,-122.9601538,6/25/18 0:00,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/grass-lake-nature-park
Dirtyface Ridge Snowshoe,Central Cascades,Leavenworth Area,1.5,roundtrip,400,,0,0,47.80879216,-120.7147522,2/20/21 0:00,11,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dirty-face-ridge-snowshoe
Sperry Peak,North Cascades,Mountain Loop Highway,6.4,roundtrip,3800,6120,0,0,48.0249788,-121.4779115,9/4/21 0:00,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/sperry-peak
Anacortes Community Forest Lands - Big Beaver Pond,Puget Sound and Islands,Whidbey Island,2.5,roundtrip,175,450,3,1,48.49158277,-122.6363462,10/13/21 0:00,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-beaver-pond
Tammi Wilson Memorial Trail,Puget Sound and Islands,Bellingham Area,0.82,one-way,,,0,0,48.46003255,-122.3391098,8/18/16 0:00,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/tammi-wilson-memorial-trail-gages-slough-trail
Windy Ridge and Plains of Abraham,South Cascades,Mount St. Helens,8,roundtrip,2000,4850,4,11,46.248917,-122.13615,9/13/21 0:00,44,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/windy-ridge-and-plains-of-abraham
Red Mountain,Snoqualmie Region,Cle Elum Area,12.6,roundtrip,3900,5722,0,0,,,10/21/21 0:00,13,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/red-mountain-3
Historic Columbia River Highway State Trail - Mitchell Point,Southwest Washington,Columbia River Gorge - OR,3,roundtrip,200,,0,0,45.6903457,-121.7721713,1/23/21 0:00,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Oregon State Parks Day-Use,https://www.wta.org/go-hiking/hikes/historic-columbia-river-highway-state-trail
West Granite Mountain,Snoqualmie Region,Snoqualmie Pass,,,,,3.2,5,47.39794251,-121.4866447,5/16/21 0:00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/west-granite-mountain
Esperance Park,Puget Sound and Islands,Seattle-Tacoma Area,0.5,roundtrip,50,420,0,0,,,7/12/17 0:00,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/esperance-park
Blue Stilly,North Cascades,Mountain Loop Highway,,,,30,0,0,48.195589,-122.193793,2/29/20 0:00,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/blue-stilly
Lake Ballinger Park,Puget Sound and Islands,Seattle-Tacoma Area,,,,,3,2,47.78974476,-122.3292561,6/5/20 0:00,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lake-ballinger-park
Palisades Park,Eastern Washington,Spokane Area/Coeur d'Alene,7,roundtrip,500,2200,0,0,47.66715124,-117.4876468,11/29/19 0:00,12,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/palisades-park
Ape Caves,South Cascades,Mount St. Helens,2.8,roundtrip,350,2450,4.54,56,46.10831667,-122.21145,9/25/21 0:00,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/ape-cave
Titlow Park,Puget Sound and Islands,Seattle-Tacoma Area,2,trails,,,3,1,47.247787,-122.549911,7/11/20 0:00,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/titlow-park
Weowna Park,Puget Sound and Islands,Seattle-Tacoma Area,3.5,roundtrip,600,320,4.33,6,47.60354441,-122.112329,10/12/21 0:00,63,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/weona-park-bellevue
Albert Camp,North Cascades,Pasayten,8.6,roundtrip,2900,7700,1.6,5,48.9069201,-119.8271961,8/14/20 0:00,7,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/albert-camp
Sunrise Peak,North Cascades,Pasayten,,,,,0,0,,,8/5/16 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sunrise-peak-pasayten
Billy Goat Loop,North Cascades,Pasayten,50,roundtrip,5000,7500,5,1,48.78854503,-120.3178024,7/8/21 0:00,5,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/billy-goat-loop
Hoh River Trail to Blue Glacier,Olympic Peninsula,Pacific Coast,37,roundtrip,3700,4300,4.91,11,47.8594905,-123.9343548,10/31/21 0:00,109,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/hoh-river-blue-glacier
Meadowbrook Farm,Snoqualmie Region,North Bend Area,4.85,trails,,,3,2,47.50852095,-121.7989773,10/3/21 0:00,18,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/meadowbrook-farm
Cedar Creek Park,Puget Sound and Islands,Seattle-Tacoma Area,4,roundtrip,300,,3,1,47.37580214,-122.0593929,7/27/21 0:00,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/cedar-creek-park
McLaughlin Canyon Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,3,roundtrip,200,,4,1,48.65125542,-119.4382954,4/21/21 0:00,10,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/mclaughlin-canyon-trail
Edgar Rock,Mount Rainier Area,Chinook Pass - Hwy 410,3.5,roundtrip,900,,3.27,11,46.91975451,-121.056041,6/19/21 0:00,30,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/edgar-rock
Longfellow Creek Legacy Trail,Puget Sound and Islands,Seattle-Tacoma Area,4.2,one-way,,,2,3,47.51999755,-122.3697138,5/15/21 0:00,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/longfellow-creek
Elbow Peak,Snoqualmie Region,Salmon La Sac/Teanaway,11,roundtrip,3740,5710,2.38,8,47.29531667,-120.9649667,7/3/21 0:00,35,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/elbow-peak
Yellow Hill,Snoqualmie Region,Salmon La Sac/Teanaway,7.4,roundtrip,2827,5527,2.5,8,47.29553083,-120.9641075,8/31/21 0:00,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/yellow-hill
Klonaqua Lakes,Central Cascades,Leavenworth Area,10,one-way,2700,5200,3,5,47.61240018,-120.9499038,8/2/21 0:00,29,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/klonaqua-lakes
Snowall Cradle Lake,Central Cascades,Leavenworth Area,9.1,one-way,2700,6100,3,4,,,7/19/21 0:00,22,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/snowall-cradle-lake
French Creek,Central Cascades,Leavenworth Area,14.4,one-way,3200,6100,0,0,47.6294,-120.9653,8/2/21 0:00,41,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/french-creek-2
Kraus Ridge,South Cascades,Mount St. Helens,6.2,roundtrip,1570,2370,2,4,46.464933,-121.897383,8/6/19 0:00,4,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/kraus-ridge
South Creek,North Cascades,Methow/Sawtooth,,,,,2.67,3,,,5/22/21 0:00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/south-creek
Company Creek,Central Cascades,Entiat Mountains/Lake Chelan,11,one-way,5400,6600,2.75,4,48.35222796,-120.7294035,7/24/20 0:00,5,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/company-creek
Downey Creek,North Cascades,Mountain Loop Highway,13.2,roundtrip,1280,2400,2.75,8,48.25953333,-121.2229333,3/3/21 0:00,82,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/downey-creek
Sulphur Mountain,North Cascades,Mountain Loop Highway,10,roundtrip,4200,6000,3.4,5,48.244667,-121.188833,3/3/21 0:00,59,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/sulphur-mountain
Sulphur Creek,North Cascades,Mountain Loop Highway,3.6,roundtrip,900,2250,3.57,7,48.24983333,-121.1936167,9/6/20 0:00,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sulphur-creek
Interlaken Park,Puget Sound and Islands,Seattle-Tacoma Area,1.6,roundtrip,200,325,3.5,4,47.63567439,-122.3038073,8/30/20 0:00,7,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/interlaken-park
Mouth of the Tucannon,Eastern Washington,Palouse and Blue Mountains,2.6,roundtrip,80,580,2.33,3,46.54112989,-118.1585008,5/25/20 0:00,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/mouth-of-the-tucannon
Cady Creek,Central Cascades,Stevens Pass - East,5.2,roundtrip,1300,4300,2.8,5,47.85861228,-120.9636784,10/1/21 0:00,45,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cady-creek
Two Dollar Trail,Puget Sound and Islands,Bellingham Area,3.4,roundtrip,550,1100,4.5,4,48.67522,-122.4833,8/3/21 0:00,51,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/two-dollar-trail
Little Mountain Park - Darvill Loop,Puget Sound and Islands,Bellingham Area,4.4,roundtrip,860,934,3,3,48.38474257,-122.3095448,9/19/21 0:00,39,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/little-mountain-park-darvill-trail
Little Mountain Park - Up Quick,Puget Sound and Islands,Bellingham Area,0.2,one-way,241,,2.33,3,48.38877894,-122.3028939,5/8/21 0:00,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/little-mountain-park-up-quick
Blackbird Island - Waterfront Park,Central Cascades,Leavenworth Area,2,roundtrip,100,1100,5,2,47.59391689,-120.6626621,5/8/21 0:00,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/blackbird-island-waterfront-park
Moss Lake,Puget Sound and Islands,Seattle-Tacoma Area,2.5,roundtrip,,,3,4,47.6928142,-121.8503537,7/30/21 0:00,47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/moss-lake
Coyote Wall - Moab/Maui Loop,Southwest Washington,Columbia River Gorge - WA,3.8,roundtrip,850,900,4,2,45.6993461,-121.4148305,4/18/21 0:00,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/maui-falls-co5
Lemah Meadow,Snoqualmie Region,Salmon La Sac/Teanaway,1,one-way,200,3250,3,4,47.462291,-121.2809809,10/2/21 0:00,19,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lemah-meadow
Goat Creek,Mount Rainier Area,Chinook Pass - Hwy 410,9.8,roundtrip,3400,6473,4,1,46.91691229,-121.2336856,7/30/21 0:00,24,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/goat-creek
Bainbridge Island Japanese American Exclusion Memorial,Puget Sound and Islands,Seattle-Tacoma Area,,,,,4,4,47.61540598,-122.5102281,4/16/21 0:00,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/bainbridge-island-japanese-american-exclusion-memorial
Toutle Trail - Kalama Horse Camp to Red Rock Pass,South Cascades,Mount St. Helens,4.8,one-way,1300,3280,0,0,46.14294982,-122.3244327,10/31/20 0:00,5,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/toutle-trail-kalama-horse-camp-to-red-rock-pass
Kalaloch - Browns Point,Olympic Peninsula,Pacific Coast,4,roundtrip,25,25,3.88,8,47.61285,-124.3761667,8/14/21 0:00,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/kalaloch-browns-point
Blanchard Hill - Alternate Incline Trail,Puget Sound and Islands,Bellingham Area,4.2,roundtrip,1000,1890,5,1,48.61716526,-122.3855495,10/18/21 0:00,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/incline-alternate-blanchard-hill
Goat Mountain and Deadman's Lake,South Cascades,Mount St. Helens,11.2,roundtrip,2400,5025,3.82,11,46.356333,-122.070033,9/5/21 0:00,69,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/goat-mountain-1
Fishtrap Lake - Scroggie Loop,Eastern Washington,Spokane Area/Coeur d'Alene,3,roundtrip,200,2260,2.5,4,47.33346041,-117.777729,10/5/19 0:00,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/fishtrap-lake-scroggie-loop
Fallsview Canyon (Falls View),Olympic Peninsula,Hood Canal,1.5,roundtrip,300,400,3.43,7,47.78955,-122.9282833,8/27/21 0:00,72,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/fallsview-canyon-1
Squire Creek Pass via Eight-mile Trail,North Cascades,Mountain Loop Highway,5.4,roundtrip,2350,4107,4.17,6,48.1573474,-121.6092789,10/16/21 0:00,126,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/eight-mile-squire-creek-pass
Deception Pass,Central Cascades,Stevens Pass - West,28,roundtrip,1100,4500,3.44,9,47.54432242,-121.0973167,9/5/21 0:00,91,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/deception-pass
Deep Lake,South Cascades,Mount Adams Area,5,roundtrip,900,5100,3,5,46.04797783,-121.7548496,8/23/21 0:00,11,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/deep-lake-2
CCC Road: Lower Section,Snoqualmie Region,North Bend Area,8,roundtrip,550,1650,4,3,47.48644,-121.7103195,7/24/21 0:00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/ccc-road-lower-trailhead
Catherine Creek - Natural Arch,Southwest Washington,Columbia River Gorge - WA,2.1,roundtrip,250,500,4,1,45.71085432,-121.3612461,10/4/21 0:00,30,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/catherine-creek-natural-arch
Cedar Downs,Puget Sound and Islands,Seattle-Tacoma Area,4,roundtrip,,,4.17,6,47.373867,-122.055672,2/6/21 0:00,22,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/cedar-downs
Bird Mountain Loop,South Cascades,Mount Adams Area,10.25,roundtrip,1875,5230,3.11,9,46.0471,-121.75615,9/6/19 0:00,26,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bird-mountain-loop
Augspurger Trail,Southwest Washington,Columbia River Gorge - WA,15.5,roundtrip,4400,3000,2.75,4,45.6991229,-121.7062141,5/17/21 0:00,24,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/augspurger-trail
Barnes Creek,Olympic Peninsula,Northern Coast,10,roundtrip,3300,5090,3.14,7,48.0578167,-123.7884333,8/5/21 0:00,45,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/barnes-creek
Angry Mountain,South Cascades,,16.8,roundtrip,3409,6049,3.25,8,46.51840318,-121.5943945,9/16/21 0:00,19,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/angry-mountain
Port Gamble Forest - Beaver Pond Trail,Olympic Peninsula,Kitsap Peninsula,2,roundtrip,,,3,2,47.84022497,-122.5876647,9/18/21 0:00,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/port-gamble-forest-beaver-pond-trail
Big Rock Trail,Puget Sound and Islands,Seattle-Tacoma Area,1.25,roundtrip,,,0,0,47.60024781,-122.0480432,8/26/21 0:00,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-rock-trail
Dishman Hills Conservation Area - Flying L Trail,Eastern Washington,Spokane Area/Coeur d'Alene,2.2,one-way,660,2788,0,0,47.6193623,-117.2736225,11/2/21 0:00,4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/dishman-hills-conservation-area-philips-creek-flying-l-trail
Dosewallips State Park - Maple Valley Loop,Olympic Peninsula,Hood Canal,1.5,roundtrip,,,4,1,47.69048406,-122.9052393,7/22/21 0:00,44,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/dosewallips-state-park-maple-valley-loop
Whittaker Wilderness Peak,Issaquah Alps,Cougar Mountain,3,roundtrip,1228,1598,2.2,5,47.52731865,-122.0645079,9/25/21 0:00,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/whittaker-wilderness-peak
Tubal Cain Mine,Olympic Peninsula,Hood Canal,7.2,roundtrip,1600,4600,3.38,8,47.88607504,-123.0913353,10/30/21 0:00,181,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tull-canyon
Tiger Mountain Trail North,Issaquah Alps,Tiger Mountain,15.5,roundtrip,2400,2500,2.75,8,47.52965,-121.9957,11/3/21 0:00,92,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/tiger-mountain-trail-north
Tatoosh Lookout,South Cascades,White Pass/Cowlitz River Valley,10.4,roundtrip,4100,6400,3.67,6,46.71314935,-121.7158556,9/21/21 0:00,75,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/tatoosh-lookout
Tatoosh Ridge,South Cascades,White Pass/Cowlitz River Valley,6.2,roundtrip,2900,5775,3.73,11,46.71313464,-121.7159843,9/21/21 0:00,122,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/tatoosh
Waptus Lake,Snoqualmie Region,Salmon La Sac/Teanaway,,,900,3100,4,4,47.3837308,-121.1001429,9/12/21 0:00,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/waptus-lake
Mystery Bay State Park,Olympic Peninsula,Pacific Coast,,,,,0,0,,,1/16/15 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mystery-bay-state-park
Surveyors Lake Snowshoe,Snoqualmie Region,Snoqualmie Pass,,,,,4,1,47.39069222,-121.3964238,3/8/21 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/surveyors-lake-snowshoe
